ckpt_path: ./log/train/model.ckpt-1011
Tensor("shigenet2/branch_crop/pw-conv3/Relu:0", shape=(?, 1, 1, 10), dtype=float32)
2510 0.0 [b'003186.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2511 1.0 [b'003187.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2512 1.0 [b'003188.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_r
2513 0.0 [b'003189.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2514 0.0 [b'003190.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2515 0.0 [b'003191.jpg'] [b'seesaa(sun)2-1_resized'] engi1_r engi1_l
2516 0.0 [b'003192.jpg'] [b'IMG_2315'] engi1_r engi1_l
2517 1.0 [b'003193.jpg'] [b'IMG_2315'] engi1_r engi1_r
2518 1.0 [b'003194.jpg'] [b'IMG_2315'] engi1_r engi1_r
2519 0.0 [b'003195.jpg'] [b'IMG_2315'] engi1_r engi1_l
2520 0.0 [b'003196.jpg'] [b'IMG_2315'] engi1_r engi1_l
2521 1.0 [b'003197.jpg'] [b'IMG_2315'] engi1_r engi1_r
2522 0.0 [b'003198.jpg'] [b'IMG_2315'] engi1_r engi1_l
2523 0.0 [b'003199.jpg'] [b'IMG_2315'] engi1_r engi1_l
2524 1.0 [b'003200.jpg'] [b'IMG_2315'] engi1_r engi1_r
2525 0.0 [b'003201.jpg'] [b'IMG_2315'] engi1_r engi1_l
2526 0.0 [b'003202.jpg'] [b'IMG_2315'] engi1_r engi1_l
2527 1.0 [b'003203.jpg'] [b'IMG_2315'] engi1_r engi1_r
2528 1.0 [b'003204.jpg'] [b'IMG_2315'] engi1_r engi1_r
2529 0.0 [b'003205.jpg'] [b'IMG_2315'] engi1_r engi1_l
2530 0.0 [b'003206.jpg'] [b'IMG_2315'] engi1_r engi1_l
2531 1.0 [b'003207.jpg'] [b'IMG_2315'] engi1_r engi1_r
2532 0.0 [b'003208.jpg'] [b'IMG_2315'] engi1_r engi1_l
2533 1.0 [b'003209.jpg'] [b'IMG_2315'] engi1_r engi1_r
2534 1.0 [b'003210.jpg'] [b'IMG_2315'] engi1_r engi1_r
2535 0.0 [b'003211.jpg'] [b'IMG_2315'] engi1_r engi1_l
2536 1.0 [b'003212.jpg'] [b'IMG_2315'] engi1_r engi1_r
2537 0.0 [b'003213.jpg'] [b'IMG_2315'] engi1_r engi1_l
2538 0.0 [b'003214.jpg'] [b'IMG_2315'] engi1_r engi1_l
2539 1.0 [b'003215.jpg'] [b'IMG_2315'] engi1_r engi1_r
2540 0.0 [b'003216.jpg'] [b'IMG_2315'] engi1_r engi1_l
2541 1.0 [b'003217.jpg'] [b'IMG_2315'] engi1_r engi1_r
2542 1.0 [b'003218.jpg'] [b'IMG_2315'] engi1_r engi1_r
2543 0.0 [b'003219.jpg'] [b'IMG_2315'] engi1_r engi1_l
2544 0.0 [b'003220.jpg'] [b'IMG_2315'] engi1_r engi1_l
2545 1.0 [b'003221.jpg'] [b'IMG_2315'] engi1_r engi1_r
2546 1.0 [b'003222.jpg'] [b'IMG_2315'] engi1_r engi1_r
2547 1.0 [b'003223.jpg'] [b'IMG_2315'] engi1_r engi1_r
2548 1.0 [b'003224.jpg'] [b'IMG_2315'] engi1_r engi1_r
2549 1.0 [b'003225.jpg'] [b'IMG_2315'] engi1_r engi1_r
2550 0.0 [b'003226.jpg'] [b'IMG_2315'] engi1_r kawakami_bench
2551 1.0 [b'003227.jpg'] [b'IMG_2315'] engi1_r engi1_r
2552 1.0 [b'003228.jpg'] [b'IMG_2315'] engi1_r engi1_r
2553 1.0 [b'003229.jpg'] [b'IMG_2315'] engi1_r engi1_r
2554 1.0 [b'003230.jpg'] [b'IMG_2315'] engi1_r engi1_r
2555 1.0 [b'003231.jpg'] [b'IMG_2315'] engi1_r engi1_r
2556 1.0 [b'003232.jpg'] [b'IMG_2315'] engi1_r engi1_r
2557 1.0 [b'003233.jpg'] [b'IMG_2315'] engi1_r engi1_r
2558 0.0 [b'003234.jpg'] [b'IMG_2315'] engi1_r engi1_l
2559 1.0 [b'003235.jpg'] [b'IMG_2315'] engi1_r engi1_r
2560 0.0 [b'003236.jpg'] [b'IMG_2315'] engi1_r engi1_l
2561 1.0 [b'003237.jpg'] [b'IMG_2315'] engi1_r engi1_r
2562 1.0 [b'003238.jpg'] [b'IMG_2315'] engi1_r engi1_r
2563 0.0 [b'003239.jpg'] [b'IMG_2315'] engi1_r engi1_l
2564 0.0 [b'003240.jpg'] [b'IMG_2315'] engi1_r engi1_l
2565 1.0 [b'003241.jpg'] [b'IMG_2315'] engi1_r engi1_r
2566 0.0 [b'003242.jpg'] [b'IMG_2315'] engi1_r engi1_l
2567 0.0 [b'003243.jpg'] [b'IMG_2315'] engi1_r engi1_l
2568 1.0 [b'003244.jpg'] [b'IMG_2315'] engi1_r engi1_r
2569 0.0 [b'003245.jpg'] [b'IMG_2315'] engi1_r engi1_l
2570 1.0 [b'003246.jpg'] [b'IMG_2315'] engi1_r engi1_r
2571 0.0 [b'003247.jpg'] [b'IMG_2315'] engi1_r engi1_l
2572 1.0 [b'003248.jpg'] [b'IMG_2315'] engi1_r engi1_r
2573 0.0 [b'003249.jpg'] [b'IMG_2315'] engi1_r engi1_l
2574 0.0 [b'003250.jpg'] [b'IMG_2315'] engi1_r engi1_l
2575 1.0 [b'003251.jpg'] [b'IMG_2315'] engi1_r engi1_r
2576 1.0 [b'003252.jpg'] [b'IMG_2315'] engi1_r engi1_r
2577 0.0 [b'003253.jpg'] [b'IMG_2315'] engi1_r engi1_l
2578 1.0 [b'003254.jpg'] [b'IMG_2349'] engi1_r engi1_r
2579 1.0 [b'003255.jpg'] [b'IMG_2349'] engi1_r engi1_r
2580 1.0 [b'003256.jpg'] [b'IMG_2349'] engi1_r engi1_r
2581 1.0 [b'003257.jpg'] [b'IMG_2349'] engi1_r engi1_r
2582 1.0 [b'003258.jpg'] [b'IMG_2349'] engi1_r engi1_r
2583 1.0 [b'003259.jpg'] [b'IMG_2349'] engi1_r engi1_r
2584 1.0 [b'003260.jpg'] [b'IMG_2349'] engi1_r engi1_r
2585 1.0 [b'003261.jpg'] [b'IMG_2349'] engi1_r engi1_r
2586 1.0 [b'003262.jpg'] [b'IMG_2349'] engi1_r engi1_r
2587 1.0 [b'003263.jpg'] [b'IMG_2349'] engi1_r engi1_r
2588 1.0 [b'003264.jpg'] [b'IMG_2349'] engi1_r engi1_r
2589 1.0 [b'003265.jpg'] [b'IMG_2349'] engi1_r engi1_r
2590 1.0 [b'003266.jpg'] [b'IMG_2349'] engi1_r engi1_r
2591 0.0 [b'003267.jpg'] [b'IMG_2349'] engi1_r engi1_l
2592 1.0 [b'003268.jpg'] [b'IMG_2349'] engi1_r engi1_r
2593 1.0 [b'003269.jpg'] [b'IMG_2349'] engi1_r engi1_r
2594 1.0 [b'003271.jpg'] [b'IMG_2349'] engi1_r engi1_r
2595 1.0 [b'003272.jpg'] [b'IMG_2349'] engi1_r engi1_r
2596 1.0 [b'003273.jpg'] [b'IMG_2349'] engi1_r engi1_r
2597 1.0 [b'003274.jpg'] [b'IMG_2349'] engi1_r engi1_r
2598 0.0 [b'003275.jpg'] [b'IMG_2349'] engi1_r engi1_l
2599 0.0 [b'003276.jpg'] [b'IMG_2349'] engi1_r engi1_l
2600 1.0 [b'003277.jpg'] [b'IMG_2349'] engi1_r engi1_r
2601 1.0 [b'003278.jpg'] [b'IMG_2349'] engi1_r engi1_r
2602 0.0 [b'003279.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2603 0.0 [b'003280.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2604 0.0 [b'003281.jpg'] [b'IMG_2349'] engi1_r engi1_l
2605 0.0 [b'003282.jpg'] [b'IMG_2349'] engi1_r engi1_l
2606 1.0 [b'003283.jpg'] [b'IMG_2349'] engi1_r engi1_r
2607 0.0 [b'003284.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2608 0.0 [b'003285.jpg'] [b'IMG_2349'] engi1_r engi1_l
2609 0.0 [b'003286.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2610 0.0 [b'003287.jpg'] [b'IMG_2349'] engi1_r engi1_l
2611 1.0 [b'003288.jpg'] [b'IMG_2349'] engi1_r engi1_r
2612 0.0 [b'003289.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2613 0.0 [b'003290.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2614 0.0 [b'003291.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2615 0.0 [b'003292.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2616 0.0 [b'003293.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2617 0.0 [b'003294.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2618 0.0 [b'003295.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2619 1.0 [b'003296.jpg'] [b'IMG_2349'] engi1_r engi1_r
2620 0.0 [b'003297.jpg'] [b'IMG_2349'] engi1_r kawakami_bench
2621 1.0 [b'003298.jpg'] [b'IMG_2349'] engi1_r engi1_r
2622 1.0 [b'003299.jpg'] [b'IMG_2349'] engi1_r engi1_r
2623 1.0 [b'003300.jpg'] [b'IMG_2349'] engi1_r engi1_r
2624 1.0 [b'003301.jpg'] [b'IMG_2349'] engi1_r engi1_r
2625 1.0 [b'003302.jpg'] [b'IMG_2349'] engi1_r engi1_r
2626 1.0 [b'003303.jpg'] [b'IMG_2349'] engi1_r engi1_r
2627 1.0 [b'003304.jpg'] [b'IMG_2349'] engi1_r engi1_r
2628 1.0 [b'003305.jpg'] [b'IMG_2349'] engi1_r engi1_r
2629 1.0 [b'003307.jpg'] [b'IMG_2349'] engi1_r engi1_r
2630 1.0 [b'003308.jpg'] [b'IMG_2349'] engi1_r engi1_r
2631 1.0 [b'003309.jpg'] [b'IMG_2349'] engi1_r engi1_r
2632 1.0 [b'003310.jpg'] [b'IMG_2349'] engi1_r engi1_r
2633 1.0 [b'003311.jpg'] [b'IMG_2349'] engi1_r engi1_r
2634 1.0 [b'003312.jpg'] [b'IMG_2349'] engi1_r engi1_r
2635 1.0 [b'003313.jpg'] [b'IMG_2349'] engi1_r engi1_r
2636 1.0 [b'003314.jpg'] [b'IMG_2349'] engi1_r engi1_r
2637 1.0 [b'003315.jpg'] [b'IMG_2349'] engi1_r engi1_r
2638 1.0 [b'003316.jpg'] [b'IMG_2349'] engi1_r engi1_r
2639 1.0 [b'003317.jpg'] [b'IMG_2349'] engi1_r engi1_r
2640 1.0 [b'003318.jpg'] [b'IMG_2349'] engi1_r engi1_r
2641 1.0 [b'003319.jpg'] [b'IMG_2349'] engi1_r engi1_r
2642 0.0 [b'003320.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2643 0.0 [b'003321.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2644 0.0 [b'003322.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2645 0.0 [b'003323.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2646 0.0 [b'003324.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2647 0.0 [b'003325.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2648 0.0 [b'003326.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2649 0.0 [b'003327.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2650 0.0 [b'003328.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2651 0.0 [b'003329.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2652 1.0 [b'003330.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2653 1.0 [b'003331.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2654 0.0 [b'003332.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2655 1.0 [b'003333.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2656 0.0 [b'003334.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2657 0.0 [b'003335.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2658 1.0 [b'003336.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2659 1.0 [b'003337.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2660 1.0 [b'003338.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2661 0.0 [b'003339.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2662 0.0 [b'003340.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2663 0.0 [b'003341.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2664 0.0 [b'003342.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2665 0.0 [b'003343.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2666 0.0 [b'003344.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2667 1.0 [b'003345.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2668 0.0 [b'003346.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2669 0.0 [b'003347.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2670 1.0 [b'003348.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2671 0.0 [b'003349.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2672 0.0 [b'003350.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2673 1.0 [b'003351.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2674 0.0 [b'003352.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2675 0.0 [b'003353.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2676 0.0 [b'003354.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2677 1.0 [b'003355.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2678 1.0 [b'003356.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2679 0.0 [b'003357.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2680 0.0 [b'003358.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2681 0.0 [b'003359.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2682 0.0 [b'003360.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2683 1.0 [b'003361.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2684 1.0 [b'003362.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2685 1.0 [b'003363.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2686 1.0 [b'003364.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2687 0.0 [b'003365.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2688 0.0 [b'003366.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2689 0.0 [b'003367.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2690 1.0 [b'003368.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2691 0.0 [b'003369.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2692 0.0 [b'003370.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2693 1.0 [b'003371.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2694 0.0 [b'003372.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2695 1.0 [b'003373.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2696 1.0 [b'003374.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2697 1.0 [b'003375.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2698 1.0 [b'003376.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2699 0.0 [b'003377.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2700 1.0 [b'003378.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2701 0.0 [b'003379.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2702 0.0 [b'003380.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2703 1.0 [b'003381.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2704 0.0 [b'003382.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2705 1.0 [b'003383.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2706 0.0 [b'003384.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2707 0.0 [b'003385.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2708 0.0 [b'003386.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2709 0.0 [b'003387.jpg'] [b'0830_noon_eng1i_r'] engi1_r kawakami_bench
2710 1.0 [b'003388.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2711 1.0 [b'003389.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2712 1.0 [b'003390.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2713 1.0 [b'003391.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2714 1.0 [b'003392.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2715 0.0 [b'003393.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2716 1.0 [b'003394.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2717 1.0 [b'003395.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2718 1.0 [b'003396.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2719 1.0 [b'003397.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2720 0.0 [b'003398.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2721 1.0 [b'003399.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2722 1.0 [b'003400.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2723 0.0 [b'003401.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2724 0.0 [b'003402.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2725 1.0 [b'003403.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2726 1.0 [b'003404.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2727 1.0 [b'003405.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2728 1.0 [b'003406.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_r
2729 0.0 [b'003407.jpg'] [b'0830_noon_eng1i_r'] engi1_r engi1_l
2730 1.0 [b'003408.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_r
2731 1.0 [b'003409.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_r
2732 1.0 [b'003410.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_r
2733 1.0 [b'003411.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_r
2734 0.0 [b'003412.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2735 0.0 [b'003413.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2736 0.0 [b'003414.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r kawakami_bench
2737 0.0 [b'003415.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r izumikawa_l
2738 0.0 [b'003416.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2739 0.0 [b'003417.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2740 1.0 [b'003418.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_r
2741 0.0 [b'003419.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2742 0.0 [b'003420.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2743 0.0 [b'003421.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r corp_l
2744 0.0 [b'003422.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r corp_l
2745 0.0 [b'003423.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2746 0.0 [b'003424.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2747 0.0 [b'003425.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r corp_l
2748 0.0 [b'003426.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2749 0.0 [b'003427.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2750 0.0 [b'003428.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2751 0.0 [b'003429.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r kawakami_bench
2752 0.0 [b'003430.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2753 0.0 [b'003431.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2754 0.0 [b'003432.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2755 0.0 [b'003433.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2756 0.0 [b'003434.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2757 0.0 [b'003435.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2758 0.0 [b'003436.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2759 0.0 [b'003437.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2760 0.0 [b'003438.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2761 0.0 [b'003439.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r kawakami_bench
2762 0.0 [b'003440.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2763 0.0 [b'003441.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2764 0.0 [b'003442.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2765 0.0 [b'003443.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r kawakami_bench
2766 0.0 [b'003444.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2767 0.0 [b'003445.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2768 0.0 [b'003446.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r kawakami_bench
2769 0.0 [b'003447.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2770 0.0 [b'003448.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2771 0.0 [b'003449.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r kawakami_bench
2772 0.0 [b'003450.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r kawakami_bench
2773 0.0 [b'003451.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2774 0.0 [b'003452.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2775 0.0 [b'003453.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2776 0.0 [b'003454.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r kawakami_bench
2777 0.0 [b'003455.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2778 0.0 [b'003456.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2779 0.0 [b'003457.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2780 0.0 [b'003458.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2781 0.0 [b'003459.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r kawakami_bench
2782 0.0 [b'003460.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2783 0.0 [b'003461.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2784 0.0 [b'003462.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2785 0.0 [b'003463.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2786 0.0 [b'003464.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r corp_l
2787 0.0 [b'003465.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2788 0.0 [b'003466.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2789 0.0 [b'003467.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r corp_l
2790 0.0 [b'003468.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2791 0.0 [b'003469.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2792 1.0 [b'003470.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_r
2793 1.0 [b'003471.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_r
2794 0.0 [b'003472.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2795 0.0 [b'003473.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2796 0.0 [b'003474.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2797 0.0 [b'003476.jpg'] [b'sunny_evening_engi1_r_1'] engi1_r engi1_l
2798 0.0 [b'003477.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r izumikawa_r
2799 0.0 [b'003478.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2800 1.0 [b'003479.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_r
2801 0.0 [b'003480.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2802 0.0 [b'003481.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2803 0.0 [b'003482.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2804 0.0 [b'003483.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r kawakami_bench
2805 1.0 [b'003484.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_r
2806 0.0 [b'003485.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2807 0.0 [b'003486.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2808 0.0 [b'003487.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2809 0.0 [b'003488.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2810 1.0 [b'003489.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_r
2811 1.0 [b'003490.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_r
2812 0.0 [b'003491.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2813 0.0 [b'003492.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2814 0.0 [b'003493.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r izumikawa_r
2815 0.0 [b'003494.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2816 0.0 [b'003495.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2817 0.0 [b'003496.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2818 1.0 [b'003497.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_r
2819 0.0 [b'003498.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2820 0.0 [b'003499.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_l
2821 1.0 [b'003500.jpg'] [b'cloudy_morning_engi1_r_1'] engi1_r engi1_r
